NCT00712426	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00712426","NCT00712426")		2009	Creatine Safety, Tolerability, & Efficacy in Huntington's Disease (CREST-E)	Creatine Safety, Tolerability, & Efficacy in Huntington's Disease (CREST-E)		3	No	Creatine Monohydrate (Drug); Placebo (Drug)	Massachusetts General Hospital	Other		Inclusion Criteria: - Male or female ages 18 or older. - Clinical features of HD AND confirmatory family history of HD; OR Clinical features of HD AND CAG repeat expansion greater or equal to 36. - Stage I or II of illness (TFC greater or equal to 7). - Ambulatory and not requiring skilled nursing care at the time of enrollment. - Must be capable of providing informed consent and complying with trial procedures. - Additional inclusion criteria apply. 	Exclusion Criteria: - History of known sensitivity or intolerability to creatine monohydrate. - Exposure to any investigational drug within 30 days of randomization (Baseline visit). - Use of supplemental creatine at a dose greater than 10 grams within 30 days of randomization (Baseline visit). - Screening laboratory abnormalities that in the judgment of the investigator would jeopardize safe conduct of study. - Clinical evidence of unstable medical illness. - Clinical evidence of unstable psychiatric illness. - Additional exclusion criteria apply.			553	Actual	Terminated
NCT01844648	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01844648","NCT01844648")		2013	Study of the Safety and Efficacy of Tropicamide Thin Films to Reduce Hypersalivation in Parkinson's Patients	A Randomized, Double-blind, Placebo-controlled, Crossover Study of the Safety and Efficacy of Tropicamide 1 mg Intra-oral Slow Dissolving Muco-adhesive Thin Films to Reduce Hypersalivation in PD Patients Manifesting Sialorrhea Complaints		2	No	NH004 tropicamide (Drug); NH004 Placebo (Drug)	NeuroHealing Pharmaceuticals Inc.	Industry		Inclusion criteria: - Patients with idiopathic Parkinson's disease, according to the UK Brain Bank criteria. - Patients complaining of drooling, with a score of at least 6 points in the SCS-PD scale. - Patients above 30 years old. - Patients with Hoehn & Yahr score between I-IV. - Male or non-pregnant female. Females of child-bearing potential will be required to have undergone a pregnancy test with negative results prior to entry to the study and agree to use contraceptive measures for the duration of the study. - Patients must have used the same antiparkinsonian medications and at the same dose for the last month. No changes in the medication for PD are expected during the study. 	Exclusion criteria: - Pregnant women. - Patients with a secondary parkinsonian syndrome, parkinsonism-plus syndromes, heredodegenerative disorders or benign parkinsonism. - Patients with a diagnosis of major depression or psychosis according to the DSM-IV. - Patients with MMSE score equal to or lower than 24. - Patients with a current diagnosis of substance abuse (DSM-IV) or history of alcohol or drug abuse in the past 3 months. - Patients with hallucinations. - Patients with a current clinically significant gastrointestinal, renal, hepatic, endocrine, pulmonary or cardiovascular disease, including hypertension that is not well-controlled, asthma, chronic obstructive pulmonary disease (COPD) and Type I diabetes. - Patients with a second- or third-degree atrioventricular block or sick sinus syndrome, uncontrolled atrial fibrillation, severe or unstable angina, congestive heart failure, myocardial infarction within 3 months of the screening visit, or significant ECG abnormality, including QTc ≥ 450 msec (males) or ≥ 470 msec (females), where QTc is based on Bazett's correction method. - Patient with a neoplastic disorder, which is either currently active or has been in remission for less than one year. - Patients with a history or a current diagnosis of HIV, or tests positive for Hepatitis B or C antibodies, or Hepatitis B surface antigen - Patients who have participated in a previous clinical trial within 30 days of entry into the study (screening visit) or have received treatment with any investigational compound within 30 days. - Patients with hypersensitivity to atropine or other anticholinergic drugs. - Patients who have experienced adverse effects as a result of taking anticholinergic drugs. - Patients who are receiving any anticholinergic drug or an anticholinesterase agent. - Patients who started or changed the dose of any of the following medications in the previous week: tricyclic antidepressants, monoamine oxidase-A inhibitors, antipsychotics, benzodiazepines, opioids, antihistamines, carbamazepine, NSAIDs. - Patients with significant dental/oral pathology. - Patient with any abnormality that the investigator deems to be clinically relevant, either on medical history, physical examination, ECG or in a diagnostic laboratory test. - Patients with closed-angle Glaucoma or those at high risk of suffering it after treatment with anticholinergic agents. - Patients with Prostatic Adenoma. - In the judgment of the Clinical Investigator, the patient is likely to be non-compliant or uncooperative during the study.			30	Actual	Completed
NCT02215616	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02215616","NCT02215616")		2014	A Clinical Study in Participants With Huntington's Disease (HD) to Assess Efficacy and Safety of Three Oral Doses of Laquinimod	A Multicenter, Multinational, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study to Evaluate the Efficacy and Safety of Laquinimod (0.5, 1.0 and 1.5 mg/Day) as Treatment in Patients With Huntington's Disease		2	No	Laquinimod (Drug); Placebo (Drug)	Teva Branded Pharmaceutical Products, R&D Inc.	Industry		Inclusion Criteria: - Documentation of prior positive genetic testing for HD, or a clinical diagnosis of symptomatic HD. - Presence of 36-49 cytosine-adenosine-guanine (CAG) repeats, inclusive, in the huntingtin gene based on centralized CAG testing during screening. - Male or female between 21-55 years of age, inclusive, with an onset of HD at or after 18 years of age. - Women of child-bearing potential (women who are not post menopausal or who have undergone surgical sterilization) must practice an acceptable method of birth control for 30 days before taking the study treatment, and 2 acceptable methods of birth control during all study duration and until 30 days after the last dose of treatment was administered. - A sum of greater than (>) 5 points on the UHDRS-TMS at the screening visit. - Able and willing to provide written informed consent prior to any study related procedure being performed at the screening visit. Participants with a legal guardian should be consented according to local requirements. - Willing to provide a blood sample for genomic CAG analysis at the screening visit. - Willing and able to take oral medication and able to comply with the study specific procedures. - Ambulatory, being able to travel to the study center, and judged by the investigator as likely to be able to continue to travel for the duration of the study. - Availability and willingness of a caregiver, informant, or family member to provide input at study visits assessing Clinician's Interview-Based Impression of Change (CIBIC)-Plus, Clinical Dementia Rating - Sum of Boxes (CDR-SB), Problem Behaviors Assessment-Short form (PBA-s) and Huntington's Disease Quality of Life (HD-QoL). A caregiver is recommended to be someone who attends to the participant at least 2 to 3 times per week for at least 3 hours per occasion, and the suitability of the caregiver should be judged by the investigator. - For participants taking allowed antidepressant medication, the dosing of medication must have been kept constant for at least 30 days before baseline and must be kept constant during the study. - Additional criteria may apply, please contact the investigator for more information. 	Exclusion Criteria: - Use of immunosuppressive agents, or cytotoxic agents, including cyclophosphamide and azatioprine within 12 months prior to screening. - Previous use of laquinimod. - Use of moderate/strong inhibitors of cytochrome P450 (CYP)3A4 within 2 weeks prior to randomization. - Use of inducers of CYP3A4 within 2 weeks prior to randomization. - Pregnant or breastfeeding. - Participants with a clinically significant or unstable medical or surgical condition that may put the participant at risk when participating in the study or may influence the results of the study or affect the participant's ability to take part in the study, as determined by medical history, physical examinations, electrocardiogram (ECG), or laboratory tests. Such conditions may include: - A major cardiovascular event (for example; myocardial infarction, acute coronary syndrome, de-compensated congestive heart failure, pulmonary embolism, coronary revascularization) that occurred prior to randomization. - Any acute pulmonary disorder. - A central nervous system (CNS) disorder other than HD that may jeopardize the participant's participation in the study, including such disorders that are demonstrated on the baseline MRI (based on local read). - A gastrointestinal disorder that may affect the absorption of study medication. - Acute or chronic renal disease including acute kidney injury (AKI). - Any form of acute or chronic liver disease. - Known human immunodeficiency virus (HIV) positive status. Participants will undergo an HIV test at screening per local requirements, if applicable. - Any malignancies, excluding basal cell carcinoma, in the 5 years prior to randomization. - Any clinically significant, abnormal, screening laboratory result which in the opinion of the investigator, affects the participant' suitability for the study or puts the participant at risk if he/she enters the study. - Unsuitable for MRI (for example; claustrophobia, metal implants). - Alcohol and/or drug abuse within the 12 months prior to screening, as defined by Diagnostic and Statistical Manual of Mental Disorders - Fourth Edition Text Revision (DSM IV TR) criteria for substance abuse. - Participants with active suicidal ideation during the past month as measured by a most severe suicide ideation score of 4 (Active Suicidal Ideation with Some Intent to Act, without Specific Plan) or 5 (Active Suicidal Ideation with Specific Plan and Intent) on the baseline screening Columbia-Suicide Severity Rating Scale (C-SSRS) or participants who answer "Yes" on any of the 5 C-SSRS Suicidal Behavior Items (actual attempt, interrupted attempt, aborted attempt, preparatory acts, or behavior) if the attempt or acts were performed within 1 year of screening, or participants who, in the opinion of the investigator, present a serious risk of suicide. - Participants with known intracranial neoplasms, vascular malformations, or intracranial hemorrhage. - Known drug hypersensitivity that would preclude administration of laquinimod or placebo, such as hypersensitivity to mannitol, meglumine or sodium stearyl fumarate. - Swallowing difficulties that would preclude administration of laquinimod or placebo capsules. - Treatment with any investigational product within 30 days of screening or participants planning to participate in another clinical study assessing any investigational product during the study. Participants in non-interventional and/or observational studies will not be excluded from participating in this study. - Treatment with tetrabenazine within 30 days of the study baseline visit. - Treatment with antipsychotic medication within 30 days of the study baseline visit. - Additional criteria may apply, please contact the investigator for more information			352	Actual	Completed
NCT00733642	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00733642","NCT00733642")		2008	Single Dose Escalation Study of PF-04360365 In Subjects With Mild To Moderate Alzheimer's Disease	An Open Label, Single Dose Escalation Study Of PF-04360365 In Subjects With Mild To Moderate Alzheimer's Disease		1	No	PF-04360365 1 mg/kg (Biological); PF-04360365 3 mg/kg (Biological); PF-04360365 5 mg/kg (Biological); PF-04360365 10 mg/kg (Biological)	Pfizer	Industry		Inclusion Criteria: - Male or female (of non-child bearing potential) subjects ages ≥50 years of age. - Diagnosis of probable AD (of mild to moderate severity), consistent with criteria from both: NINCDS-Alzheimer's Disease and Related Disorders Association (ADRDA) and DSM-IV-TR. - MMSE score of 16-26 inclusive. - Rosen-Modified Hachinski Ischemia Score ≤4. - On a stable dose of background cholinesterase inhibitors or memantine for at least 60 days prior to dosing. 	Exclusion Criteria: - Diagnosis or history of other dementia or neurodegenerative disorders. - Diagnosis or history of clinically significant cerebrovascular disease. - Specific findings on magnetic resonance imaging (MRI); cortical infarct, micro hemorrhage, multiple white matter lacunes. - History of allergic or anaphylactic reactions.			15	Actual	Completed
NCT04188067	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04188067","NCT04188067")		2020	TMS for the Treatment of Primary Progressive Aphasia	TMS in Primary Progressive Aphasia: Modulation of Brain Networks and Language		Early 1	No	ACTIVE rTMS (Device); SHAM rTMS (Device)	Massachusetts General Hospital	Other		Inclusion Criteria: 1. Patients, age 18-90, who carry a diagnosis of either the logopenic (lvPPA), agrammatic non-fluent (nfvPPA) or semantic (svPPA) variants of Primary Progressive Aphasia (PPA). Patients must have been observed for at least one year by a specialized clinician. 2. Patients must have at least mild to moderate language impairment. 3. Patients must be native English speakers. 4. Patients must have a study partner (e.g. spouse, sibling or adult child) who can accompany them to every study visit. 	Exclusion Criteria: 1. Any history of seizures, unexplained loss of consciousness or a first-degree family member with epilepsy. 2. Any history of significant co-occurring neurological illness unrelated to neurodegeneration associated with PPA (e.g. multiple sclerosis), or significant medical problems (e.g. poorly controlled diabetes/hypertension or cancer within 5 years). 3. Active symptoms of major depressive disorder, bipolar disorder, schizophrenia, substance use disorder or significant premorbid intellectual disability according to Diagnostic Statistical Manual (DSM-5) criteria. 4. Magnetic Resonance Imaging (MRI) evidence of significant cerebrovascular disease, hydrocephalus or the presence of a space-occupying intra-cranial mass. Contraindications to MRI or repetitive transcranial magnetic stimulation (rTMS) including: cardiac pacemaker or pacemaker wires, neurostimulators, implanted pumps, metal in the body (rods, plates, screws, shrapnel, dentures, intrauterine device), surgical aneurysm clips in the head, previous neurosurgery or cochlear implants. 5. In line with published Massachusetts General Hospital (MGH) Institutional Review Board (IRB) guidelines for rTMS, pregnancy must be ruled out by urine ß-Human Chorionic Gonadotropin if answers to screening questions suggest that pregnancy is possible and if female participants are premenopausal and of child-bearing age. Subjects will not be able to enroll if they are breastfeeding.			30	Anticipated	Not yet recruiting
NCT01998841	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01998841","NCT01998841")		2013	A Study of Crenezumab Versus Placebo in Preclinical Presenilin1 (PSEN1) E280A Mutation Carriers to Evaluate Efficacy and Safety in the Treatment of Autosomal-Dominant Alzheimer's Disease (AD), Including a Placebo-Treated Non-Carrier Cohort	A Double-Blind, Placebo-Controlled Parallel-Group Study in Preclinical PSEN1 E280A Mutation Carriers Randomized to Crenezumab or Placebo, and in Non-Randomized, Placebo-Treated Non-Carriers From the Same Kindred, to Evaluate the Efficacy and Safety of Crenezumab in the Treatment of Autosomal-Dominant Alzheimer's Disease		2	No	Crenezumab (Drug); Placebo (Drug)	Genentech, Inc.	Industry		Inclusion Criteria: - Membership in PSEN1 E280A mutation carrier kindred - Agrees to conditions of, and is willing to undergo, genetic testing (for example [e.g.], apolipoprotein E [APOE], PSEN1 E280A, and other genetic testing) - PSEN1 E280A mutation carrier or non-carrier status has been confirmed prior to or during the screening period - Mini-Mental Stage Examination (MMSE) greater than or equal to (>=) 24 for participants with less than (<) 9 years of education or MMSE >=26 for participants with 9 or more years of education - Does not meet criteria for dementia due to AD per the National Institute on Aging and the Alzheimer's Association Workgroup (McKhann et al. 2011) criteria - Does not meet criteria for mild cognitive impairment (MCI) due to AD per the National Institute on Aging and the Alzheimer's Association Workgroup (Albert et al. 2011) criteria - Adequate vision and hearing in the investigator's judgment to be able to complete testing - If female, and not documented (by medical records or physician's note) to be surgically sterile (absence of ovaries and/or uterus) or postmenopausal, willing to undergo pregnancy tests at protocol-specific timepoints - For women who are not documented (by medical records or physician's note) to be surgically sterile (absence of ovaries and/or uterus) or postmenopausal, agreement to remain abstinent or use two adequate methods of contraception, including at least one method with a failure rate of <1 percent (%) per year (e.g., hormonal implants, combined oral contraceptives, vasectomized partner, tubal ligation) during the treatment period and for at least 16 weeks after the last dose of study drug - For men with partners of childbearing potential (that is [i.e.], women who are not surgically sterile and are not postmenopausal), agreement to remain abstinent or use a condom as a method of contraception during the treatment period and for at least 8 weeks after the last dose of study drug - Study partner who agrees to participate in the study and is capable of and willing to: accompany the participant to all required visits; provide information for required telephone assessments; spend sufficient time with the participant to be familiar with his/her overall function and behavior and be able to provide adequate information about the participant including knowledge about domestic activities, hobbies, routines, social skills and basic activities of daily life; work and educational history; cognitive performance including memory abilities, language abilities, temporal and spatial orientation, judgment and problem solving; emotional and psychological state; and general health status - Participant and study partner have evidence of adequate premorbid functioning (e.g., intellectual, visual, and auditory) and are fluent in, and able to read, the language in which study assessments are administered - Willing and able to undergo neuroimaging (PET and MRI) - Serum thyroid stimulating hormone (TSH) and B12 levels within normal or expected ranges for the testing laboratory or if TSH and B12 values are out of range they are judged by the investigator not to be clinically significant. If participant is undergoing thyroid replacement therapy, TSH levels must be within normal or expected ranges for the testing laboratory or, if TSH values are out of range, they do not require any therapeutic actions (treatment or surveillance). If participant is receiving vitamin B12 injections or oral vitamin B12 therapy, B12 levels must be at or above the lower limit of normal for the testing laboratory or, if B12 values are out of range, they do not require any therapeutic actions (treatment or surveillance) - In good general health with no known co-morbidities expected to interfere with participation in the study 	Exclusion Criteria: - Significant medical, psychiatric, or neurological condition or disorder documented by history, physical, neurological, laboratory, or electrocardiogram (ECG) examination that would place the participant at undue risk in the investigator's judgment or impact the interpretation of efficacy - History of stroke. Participants with a history of transient ischemic attack may be enrolled if the event occurred >=2 years prior to screening - History of severe, clinically significant (persistent neurological deficit or structural brain damage) central nervous system trauma (e.g. cerebral contusion) - Body weight <45 or >120 kilograms (kg) - History or presence of atrial fibrillation that poses a risk for future stroke in the investigator's judgment - Clinically significant laboratory or ECG abnormalities (e.g., abnormally prolonged or shortened QTc interval) in the investigator's judgment - Current presence of bipolar disorder or other clinically significant major psychiatric disorder according to Diagnostic and Statistical Manual of Mental Disorders 4th Edition Text Revision (DSM-IV-TR) or symptom (e.g., hallucinations, agitation, paranoia) that could affect the participant's ability to complete evaluations - Clinically significant depression, based in part by a Geriatric Depression Scale (short form) (15-point scale) score >9 at screening - History of seizures (excluding febrile seizures of childhood, or other isolated seizure episodes that were not due to epilepsy in the judgment of the investigator, and required at most time-limited anticonvulsant treatment, and which occurred more than 7 years prior to the screening visit) - Myocardial infarction within 2 years, congestive heart failure, atrial fibrillation, or uncontrolled hypertension - Pregnant or nursing women, or women who intend to become pregnant or to nurse infants during the conduct of this trial - Clinically significant infection within the last 30 days prior to screening - Positive urine test for drugs of abuse at screening - History of alcohol or substance dependence within the previous two years - Use of any other medications with the potential to significantly affect cognition; intermittent or short-term use of these medications may be allowed if deemed medically necessary for the treatment of a non-excluded medical condition with approval from the Medical Monitor. In addition, use of tricyclic antidepressants or benzodiazepines will be permitted if used in stable, low doses for the treatment of a non-excluded medical condition with approval from the Medical Monitor - Use of typical anti-psychotics or barbiturates - Use of non-anti-cholinergic antidepressant medications or atypical anti-psychotics unless maintained on a stable dose regimen for at least 6 weeks prior to screening - Use of any Food and Drug Administration (FDA)/Instituto Nacional de Vigilancia de Medicamentos y Alimentos (INVIMA)-approved medications for treatment of late onset Alzheimer's disease (LOAD) at screening/baseline. Cholinesterase inhibitors and/or memantine are prohibited during the study except in participants enrolled in the study that develop AD dementia - Use of anti-coagulant medication (heparinoids, heparin, warfarin, thrombin inhibitors, Factor Xa inhibitors), or known coagulopathy or platelet count <100,000 cells/microliter, within 4 weeks of the screening visit; Anti-platelet medications (e.g., aspirin, clopidigrel, dipyridamole) are permitted if on a stable dose for 4 or more weeks prior to screening. Short-term, peri-operative use of anti-coagulants may not result in discontinuation from the study; however, any such use must be discussed with the Medical Monitor - Treatment with any biologic therapy within five half-lives or 3 months prior to screening, whichever is longer, with the exception of routinely recommended vaccinations, which are allowed - Use of anti-seizure medication (except in childhood for febrile seizures or if used for non-seizure indications), anti-parkinsonian, or stimulant (e.g., methylphenidate) medications - Use of investigational drug, device, or experimental medication within 60 days (or five half-lives, whichever is longer) of the screening visit - Previous treatment with crenezumab or any other therapeutic that targets A-beta - History of severe allergic, anaphylactic, or other hypersensitivity reactions to chimeric, human, or humanized antibodies or fusion proteins - Contraindication to MRI scan procedures or clinically significant claustrophobia that would contraindicate a brain MRI scan - Contraindication to PET scan procedures			252	Actual	Active, not recruiting
NCT03313518	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03313518","NCT03313518")		2016	Therapeutic Role of Transcranial DCS in Alzheimer	Therapeutic Role of Transcranial Direct Current Stimulation (tDCS) in Alzheimer Patients, Double Blind Placebo Controlled Clinical Trial		N/A	No	tDCS (Device); Sham tDCS (Device)	Assiut University	Other		Inclusion Criteria: - All subject were diagnosed with Probable AD according to NINCDS/ADRDA Criteria for Alzheimer's Disease. - Onset age > 60. - All 4 grandparents are of Ashkenazi Jewish origin as declared by the subject. - Subject or subject's legal representative has signed the informed consent form. 	Exclusion Criteria: - All subjects who were diagnosed with Possible AD according to NINCDS/ADRDA Criteria for Alzheimer's Disease. - Subjects who were diagnosed with dementia due to other diseases, or with AD and contribution of other disorders (Mixed dementia): - Brain CT/MRI suggesting alternative diagnoses, such as intracranial space occupying lesions, vascular lesion of the brain, white matter lesion, or hydrocephalus. - Subjects who had known carrier of a blood transmitted infectious disease or suffers from conditions in which phlebotomy is contra-indicated.			30	Actual	Completed
NCT01795859	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01795859","NCT01795859")		2013	First Time Use of SD-809 in Huntington Disease	A Randomized Double-Blind, Placebo-Controlled Study of SD-809 Extended Release for the Treatment of Chorea Associated With Huntington Disease		3	No	SD-809 (Drug); Placebo (Drug)	Teva Pharmaceutical Industries	Industry		Inclusion Criteria: - Subject is at least 18 years of age or the age of majority (whichever is older) at Screening. - Subject has been diagnosed with manifest HD - Subject is able to swallow study medication whole. - Female subjects of childbearing potential agree to use an acceptable method of contraception from screening through study completion. - The subject has a reliable caregiver who interacts with the patient on a daily basis, oversees study drug administration, assures attendance at study visits and participates in evaluations, as required. - Subject is able to ambulate without assistance for at least 20 yards (Note: The use of assistive devices (i.e., walker, cane) is permitted during ambulation). 	Exclusion Criteria: - Subject has a serious untreated or under-treated psychiatric illness, such as depression, at Screening or Baseline. - Subject has active suicidal ideation at Screening or Baseline. - Subject has history of suicidal behavior at Screening or Baseline: - Subject has evidence for depression at Screening or Baseline. - Subject has an unstable or serious medical or psychiatric illness at Screening or Baseline. - Subject has been recently exposed to tetrabenazine. - Subject has received any of the following concomitant medications within 30 days of Screening or Baseline: - Antipsychotics - Metoclopramide - Monoamine oxidase inhibitors (MAOI) - Levodopa or dopamine agonists - Reserpine - Amantadine - Memantine - Subject has significantly impaired swallowing function at Screening. - Subject has significantly impaired speaking at Screening. - Subject requires treatment with drugs known to prolong the QT interval. - Subject has a prolonged QT interval on 12-lead ECG at Screening. - Subject has evidence of hepatic impairment at Screening. - Subject has evidence of significant renal impairment at Screening. - Subject has known allergy to any of the components of study medication. - Subject has participated in an investigational drug or device trial within 30 days (or 5 drug half-lives) of Screening, whichever is longer. - Subject is pregnant or breast-feeding at Screening or Baseline. - Subject acknowledges present use of illicit drugs at Screening. - Subject has a history of alcohol or substance abuse in the previous 12 months.			90	Actual	Completed
NCT03761849	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03761849","NCT03761849")		2019	A Study to Evaluate the Efficacy and Safety of Intrathecally Administered RO7234292 (RG6042) in Patients With Manifest Huntington's Disease	A Randomized, Multicenter, Double-Blind, Placebo-Controlled, Phase III Clinical Study to Evaluate the Efficacy and Safety of Intrathecally Administered RO7234292 (RG6042) in Patients With Manifest Huntington's Disease		3	No	RO7234292 (Drug); Placebo (Drug)	Hoffmann-La Roche	Industry		Inclusion Criteria: - Manifest HD diagnosis, defined as a DCL score of 4 - Independence Scale (IS) score >= 70 - Genetically confirmed disease by direct DNA testing with a CAP score >400 - Clinical assessment to ensure individual has intact functional independence at baseline to maintain self-care and core activities of daily living (ADLs). 	Exclusion Criteria: - Any serious medical condition or clinically significant laboratory, or vital sign abnormality or claustrophobia at screening that, in the investigator's judgment, precludes the patient's safe participation in and completion of the study - Pregnant or breastfeeding, or intending to become pregnant during the study or within 5 months after the final dose of study drug			909	Anticipated	Recruiting
NCT03515213	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03515213","NCT03515213")		2017	Safety and Efficacy of Fenofibrate as a Treatment for Huntington's Disease	A Phase IIa, Randomized, Double-blind, Placebo-controlled Study of the Safety and Efficacy of Fenofibrate as a Treatment for Huntington's Disease		2	No	Fenofibrate (Drug); Placebo (Drug)	University of California, Irvine	Other		Inclusion Criteria: - An adult of either sex, ages 25-85 inclusive, - Have proficiency with written and spoken English and corrected vision or hearing to complete the cognitive testing, - Are able to give informed consent, - Have good overall health status with no known problems anticipated over the course of the trial, - Have a diagnosis of HD supported by positive gene test within the past 6 months. 	Exclusion Criteria: - Other major neurological disease [e.g., multiple sclerosis, parkinson's disease, cortical stroke, etc] - Clinically significant hepatic or renal disease, - Current or recent (< 1 month) use of dopamine blocking agents such as tetrabenazine, anticonvulsants, neuroleptics, HAART, antiemetics, and antipsychotics for any reason, - Current use of Warfarin (Coumadin). Enrollment in another investigational drug study within the prior three months.			20	Anticipated	Active, not recruiting
NCT03842969	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03842969","NCT03842969")		2019	An Open-Label Extension Study to Evaluate Long-Term Safety and Tolerability of RO7234292 (RG6042) in Huntington's Disease Patients Who Participated in Prior Roche and Genentech Sponsored Studies	An Open-Label Extension Study to Evaluate the Long-Term Safety and Tolerability of Intrathecally Administered RO7234292 (RG6042) in Patients With Huntington's Disease		3	No	RO7234292 (RG6042) (Drug)	Hoffmann-La Roche	Industry		Inclusion Criteria: - Prior enrollment in a Roche-sponsored or Genentech-sponsored study in HD for the RO7234292 (RG6042) development program that made provision for entry into an OLE study - For women of childbearing potential: agreement to remain abstinent or use contraceptive measures - For men: agreement to remain abstinent or use a condom, and agreement to refrain from donating sperm 	Exclusion Criteria: - Withdrawal of consent from the preceding study - Permanent discontinuation of RO7234292 (RG6042) for any drug-related safety concern during the preceding study or meeting of any study treatment discontinuation criteria specified in the preceding study at the time of enrollment into this study - An ongoing, unresolved, clinically significant medical problem that in the judgment of the investigator would make it unsafe for the patient to participate in this study - Antiplatelet or anticoagulant therapy within 14 days prior to inclusion or anticipated use during the study, including, but not limited to, aspirin, clopidogrel, dipyridamole, warfarin, dabigatran, rivaroxaban, and apixaban - History of bleeding diathesis or coagulopathy - Platelet count less than the lower limit of normal - Concurrent participation in any therapeutic clinical trial - Study treatment (RO7234292/RG6042) is commercially marketed in the patient's country for the patient-specific disease and is accessible to the patient - Pregnant or breastfeeding, or intending to become pregnant during the study or within 5 months after the final dose of study drug			1050	Anticipated	Recruiting
